city;city_ascii;state_id;state_name;county_fips;county_name;lat;lng;population;density;source;military;incorporated;timezone;ranking;id
Watauga;Watauga;TX;Texas;48439;Tarrant;32,8719;-97,2515;24487;2273;shape;FALSE;TRUE;America/Chicago;2;1840022049
Willowbrook;Willowbrook;CA;California;06037;Los Angeles;33,9209;-118,2356;24401;5619;shape;FALSE;FALSE;America/Los_Angeles;2;1840019220
Lodi;Lodi;NJ;New Jersey;34003;Bergen;40,8784;-74,0814;24389;4144;shape;FALSE;TRUE;America/New_York;2;1840003535
Elmwood Park;Elmwood Park;IL;Illinois;17031;Cook;41,9225;-87,8163;24274;4911;shape;FALSE;TRUE;America/Chicago;2;1840011272
San Fernando;San Fernando;CA;California;06037;Los Angeles;34,2886;-118,4362;24244;3942;shape;FALSE;TRUE;America/Los_Angeles;2;1840021861
Peekskill;Peekskill;NY;New York;36119;Westchester;41,2884;-73,9227;24111;2142;shape;FALSE;TRUE;America/New_York;2;1840000783
North Lynnwood;North Lynnwood;WA;Washington;53061;Snohomish;47,8533;-122,2762;24084;2973;shape;FALSE;FALSE;America/Los_Angeles;2;1840037895
Rosemont;Rosemont;CA;California;06067;Sacramento;38,5478;-121,3553;23755;2090;shape;FALSE;FALSE;America/Los_Angeles;2;1840018844
Monsey;Monsey;NY;New York;36087;Rockland;41,1181;-74,0682;23733;3997;shape;FALSE;FALSE;America/New_York;2;1840004961
Cudahy;Cudahy;CA;California;06037;Los Angeles;33,9631;-118,183;23606;7748;shape;FALSE;TRUE;America/Los_Angeles;2;1840019242
Oak Ridge;Oak Ridge;FL;Florida;12095;Orange;28,4727;-81,4169;23596;2567;shape;FALSE;FALSE;America/New_York;2;1840029062
Ashland;Ashland;CA;California;06001;Alameda;37,6942;-122,1159;23566;4938;shape;FALSE;FALSE;America/Los_Angeles;2;1840017619
West Puente Valley;West Puente Valley;CA;California;06037;Los Angeles;34,0513;-117,9681;23555;4864;shape;FALSE;FALSE;America/Los_Angeles;2;1840028409
Hialeah Gardens;Hialeah Gardens;FL;Florida;12086;Miami-Dade;25,8878;-80,3569;23546;2821;shape;FALSE;TRUE;America/New_York;2;1840015158
Carteret;Carteret;NJ;New Jersey;34023;Middlesex;40,5849;-74,2284;23501;2066;shape;FALSE;TRUE;America/New_York;2;1840001331
Bailey's Crossroads;Bailey's Crossroads;VA;Virginia;51059;Fairfax;38,8477;-77,1305;23459;4415;shape;FALSE;TRUE;America/New_York;2;1840037327
Maywood;Maywood;IL;Illinois;17031;Cook;41,8798;-87,8442;23351;3317;shape;FALSE;TRUE;America/Chicago;2;1840011294
Copiague;Copiague;NY;New York;36103;Suffolk;40,6707;-73,3922;23200;2896;shape;FALSE;FALSE;America/New_York;2;1840005031
Blue Island;Blue Island;IL;Illinois;17031;Cook;41,6578;-87,6811;23160;2196;shape;FALSE;TRUE;America/Chicago;2;1840007028
The Crossings;The Crossings;FL;Florida;12086;Miami-Dade;25,6708;-80,4018;23102;2579;shape;FALSE;FALSE;America/New_York;2;1840029008
East San Gabriel;East San Gabriel;CA;California;06037;Los Angeles;34,1157;-118,0791;23076;4090;shape;FALSE;FALSE;America/Los_Angeles;2;1840028311
Millbrae;Millbrae;CA;California;06081;San Mateo;37,5994;-122,4023;22998;2716;shape;FALSE;TRUE;America/Los_Angeles;2;1840020306
Landover;Landover;MD;Maryland;24033;Prince George's;38,9241;-76,8875;22991;2219;shape;FALSE;FALSE;America/New_York;2;1840005956
West Carson;West Carson;CA;California;06037;Los Angeles;33,8229;-118,2931;22697;3867;shape;FALSE;FALSE;America/Los_Angeles;2;1840028405
Valinda;Valinda;CA;California;06037;Los Angeles;34,04;-117,93;22665;4347;shape;FALSE;FALSE;America/Los_Angeles;2;1840019213
Woodlawn;Woodlawn;VA;Virginia;51059;Fairfax;38,7332;-77,1149;22620;3814;shape;FALSE;FALSE;America/New_York;2;1840145210
Jasmine Estates;Jasmine Estates;FL;Florida;12101;Pasco;28,293;-82,6907;22572;2455;shape;FALSE;FALSE;America/New_York;2;1840014116
Lennox;Lennox;CA;California;06037;Los Angeles;33,938;-118,3586;22476;7936;shape;FALSE;FALSE;America/Los_Angeles;2;1840017923
Hayesville;Hayesville;OR;Oregon;41047;Marion;44,9793;-122,9738;22189;2836;shape;FALSE;FALSE;America/Los_Angeles;2;1840034726
Four Square Mile;Four Square Mile;CO;Colorado;08005;Arapahoe;39,6808;-104,888;21993;3143;shape;FALSE;FALSE;America/Denver;2;1840153139
West Rancho Dominguez;West Rancho Dominguez;CA;California;06037;Los Angeles;33,9057;-118,2683;21977;2135;shape;FALSE;FALSE;America/Los_Angeles;2;1840028406
Sunny Isles Beach;Sunny Isles Beach;FL;Florida;12086;Miami-Dade;25,9385;-80,1246;21853;8349;shape;FALSE;TRUE;America/New_York;2;1840016007
Hamtramck;Hamtramck;MI;Michigan;26163;Wayne;42,3954;-83,0559;21704;4009;shape;FALSE;TRUE;America/Detroit;2;1840003980
Roselle;Roselle;NJ;New Jersey;34039;Union;40,6527;-74,2599;21699;3179;shape;FALSE;TRUE;America/New_York;2;1840001092
Lealman;Lealman;FL;Florida;12103;Pinellas;27,8197;-82,6847;21621;2076;shape;FALSE;FALSE;America/New_York;2;1840025161
Massapequa;Massapequa;NY;New York;36059;Nassau;40,6676;-73,4706;21531;2335;shape;FALSE;FALSE;America/New_York;2;1840005274
North Plainfield;North Plainfield;NJ;New Jersey;34035;Somerset;40,6209;-74,4386;21445;2949;shape;FALSE;TRUE;America/New_York;2;1840001059
North Bellmore;North Bellmore;NY;New York;36059;Nassau;40,6904;-73,539;21422;3156;shape;FALSE;FALSE;America/New_York;2;1840005240
Mountlake Terrace;Mountlake Terrace;WA;Washington;53061;Snohomish;47,7921;-122,3077;21328;2030;shape;FALSE;TRUE;America/Los_Angeles;2;1840019792
Sweetwater;Sweetwater;FL;Florida;12086;Miami-Dade;25,7785;-80,376;20852;3672;shape;FALSE;TRUE;America/New_York;2;1840016008
South El Monte;South El Monte;CA;California;06037;Los Angeles;34,0493;-118,0484;20791;2822;shape;FALSE;TRUE;America/Los_Angeles;2;1840021869
McNair;McNair;VA;Virginia;51059;Fairfax;38,9513;-77,4115;20776;3928;shape;FALSE;TRUE;America/New_York;2;1840041794
Palisades Park;Palisades Park;NJ;New Jersey;34003;Bergen;40,8472;-73,9966;20693;6448;shape;FALSE;TRUE;America/New_York;2;1840000915
Bayshore Gardens;Bayshore Gardens;FL;Florida;12081;Manatee;27,4345;-82,5793;20380;2241;shape;FALSE;FALSE;America/New_York;2;1840014168
Columbia Heights;Columbia Heights;MN;Minnesota;27003;Anoka;45,0484;-93,2472;20247;2306;shape;FALSE;TRUE;America/Chicago;2;1840006712
Lomita;Lomita;CA;California;06037;Los Angeles;33,7933;-118,3175;20212;4080;shape;FALSE;TRUE;America/Los_Angeles;2;1840020489
La Crescenta-Montrose;La Crescenta-Montrose;CA;California;06037;Los Angeles;34,2322;-118,2353;20171;2271;shape;FALSE;TRUE;America/Los_Angeles;2;1840074182
Albany;Albany;CA;California;06001;Alameda;37,8897;-122,3018;20145;4345;shape;FALSE;TRUE;America/Los_Angeles;2;1840028140
Ferndale;Ferndale;MI;Michigan;26125;Oakland;42,4592;-83,1313;20139;2005;shape;FALSE;TRUE;America/Detroit;2;1840002443
West Chester;West Chester;PA;Pennsylvania;42029;Chester;39,9601;-75,6058;20033;4189;shape;FALSE;TRUE;America/New_York;2;1840001436
Elmwood Park;Elmwood Park;NJ;New Jersey;34003;Bergen;40,9049;-74,1201;20019;2924;shape;FALSE;TRUE;America/New_York;2;1840003544
Norwood;Norwood;OH;Ohio;39061;Hamilton;39,1605;-84,4535;19843;2437;shape;FALSE;TRUE;America/New_York;2;1840001610
West Hempstead;West Hempstead;NY;New York;36059;Nassau;40,6959;-73,6507;19787;2874;shape;FALSE;FALSE;America/New_York;2;1840005282
North Bay Shore;North Bay Shore;NY;New York;36103;Suffolk;40,7602;-73,2617;19728;2382;shape;FALSE;TRUE;America/New_York;2;1840005055
Franconia;Franconia;VA;Virginia;51059;Fairfax;38,7682;-77,1587;19478;2161;shape;FALSE;FALSE;America/New_York;2;1840006027
Lynbrook;Lynbrook;NY;New York;36059;Nassau;40,6579;-73,6742;19445;3729;shape;FALSE;TRUE;America/New_York;2;1840005304
Central Falls;Central Falls;RI;Rhode Island;44007;Providence;41,8901;-71,3934;19437;6285;shape;FALSE;TRUE;America/New_York;2;1840003286
Langley Park;Langley Park;MD;Maryland;24033;Prince George's;38,9897;-76,9808;19391;7530;shape;FALSE;FALSE;America/New_York;2;1840005959
Evergreen Park;Evergreen Park;IL;Illinois;17031;Cook;41,7213;-87,7013;19290;2354;shape;FALSE;TRUE;America/Chicago;2;1840011273
Mineola;Mineola;NY;New York;36059;Nassau;40,747;-73,6394;19267;4018;shape;FALSE;TRUE;America/New_York;2;1840005310
Hermosa Beach;Hermosa Beach;CA;California;06037;Los Angeles;33,8653;-118,3962;19147;5185;shape;FALSE;TRUE;America/Los_Angeles;2;1840020487
South San Jose Hills;South San Jose Hills;CA;California;06037;Los Angeles;34,0123;-117,9043;19104;4925;shape;FALSE;FALSE;America/Los_Angeles;2;1840019208
Sherrelwood;Sherrelwood;CO;Colorado;08001;Adams;39,839;-105,0014;19082;3019;shape;FALSE;FALSE;America/Denver;2;1840028581
Morristown;Morristown;NJ;New Jersey;34027;Morris;40,7967;-74,4772;19065;2530;shape;FALSE;TRUE;America/New_York;2;1840003577
Seabrook;Seabrook;MD;Maryland;24033;Prince George's;38,9802;-76,8502;19020;2386;shape;FALSE;FALSE;America/New_York;2;1840024547
North Amityville;North Amityville;NY;New York;36103;Suffolk;40,7005;-73,4119;18890;3094;shape;FALSE;FALSE;America/New_York;2;1840005053
Bellaire;Bellaire;TX;Texas;48201;Harris;29,704;-95,4621;18862;2024;shape;FALSE;TRUE;America/Chicago;2;1840019617
Bellwood;Bellwood;IL;Illinois;17031;Cook;41,8829;-87,8762;18799;3026;shape;FALSE;TRUE;America/Chicago;2;1840011248
Hawthorne;Hawthorne;NJ;New Jersey;34031;Passaic;40,9579;-74,1582;18762;2182;shape;FALSE;TRUE;America/New_York;2;1840003513
North Valley Stream;North Valley Stream;NY;New York;36059;Nassau;40,684;-73,7077;18712;3875;shape;FALSE;FALSE;America/New_York;2;1840005244
Country Walk;Country Walk;FL;Florida;12086;Miami-Dade;25,633;-80,4353;18710;2801;shape;FALSE;FALSE;America/New_York;2;1840028979
Point Pleasant;Point Pleasant;NJ;New Jersey;34029;Ocean;40,0772;-74,0702;18686;2066;shape;FALSE;TRUE;America/New_York;2;1840001485
Cedar Mill;Cedar Mill;OR;Oregon;41067;Washington;45,5355;-122,8006;18661;2164;shape;FALSE;FALSE;America/Los_Angeles;2;1840034678
East Massapequa;East Massapequa;NY;New York;36059;Nassau;40,6742;-73,4359;18564;2121;shape;FALSE;FALSE;America/New_York;2;1840034047
Merrifield;Merrifield;VA;Virginia;51059;Fairfax;38,8731;-77,2426;18523;2650;shape;FALSE;FALSE;America/New_York;2;1840006019
Brookfield;Brookfield;IL;Illinois;17031;Cook;41,8245;-87,847;18520;2333;shape;FALSE;TRUE;America/Chicago;2;1840010142
Hybla Valley;Hybla Valley;VA;Virginia;51059;Fairfax;38,7484;-77,0821;18438;3467;shape;FALSE;FALSE;America/New_York;2;1840006031
Rutherford;Rutherford;NJ;New Jersey;34003;Bergen;40,8203;-74,1057;18376;2551;shape;FALSE;TRUE;America/New_York;2;1840000902
Harrison;Harrison;NJ;New Jersey;34017;Hudson;40,7431;-74,1531;18313;5837;shape;FALSE;TRUE;America/New_York;2;1840003598
Schofield Barracks;Schofield Barracks;HI;Hawaii;15003;Honolulu;21,4936;-158,0617;18276;2546;shape;TRUE;TRUE;Pacific/Honolulu;2;1840075052
Hyattsville;Hyattsville;MD;Maryland;24033;Prince George's;38,9613;-76,9548;18267;2607;shape;FALSE;TRUE;America/New_York;2;1840005975
North Massapequa;North Massapequa;NY;New York;36059;Nassau;40,7031;-73,4678;18239;2351;shape;FALSE;FALSE;America/New_York;2;1840005241
Idylwood;Idylwood;VA;Virginia;51059;Fairfax;38,8896;-77,2056;18099;2494;shape;FALSE;FALSE;America/New_York;2;1840006032
Sudley;Sudley;VA;Virginia;51153;Prince William;38,7878;-77,4961;18019;2524;shape;FALSE;FALSE;America/New_York;2;1840006104
Burke Centre;Burke Centre;VA;Virginia;51059;Fairfax;38,7903;-77,2999;17952;2212;shape;FALSE;TRUE;America/New_York;2;1840041683
North Babylon;North Babylon;NY;New York;36103;Suffolk;40,7314;-73,3248;17872;2093;shape;FALSE;FALSE;America/New_York;2;1840005054
Dover;Dover;NJ;New Jersey;34027;Morris;40,8859;-74,5597;17866;2578;shape;FALSE;TRUE;America/New_York;2;1840003581
Takoma Park;Takoma Park;MD;Maryland;24031;Montgomery;38,981;-77,0028;17703;3269;shape;FALSE;TRUE;America/New_York;2;1840005850
Bryn Mawr-Skyway;Bryn Mawr-Skyway;WA;Washington;53033;King;47,4949;-122,241;17643;2386;shape;FALSE;TRUE;America/Los_Angeles;2;1840037012
Dumont;Dumont;NJ;New Jersey;34003;Bergen;40,9452;-73,9923;17598;3485;shape;FALSE;TRUE;America/New_York;2;1840003541
Kingstowne;Kingstowne;VA;Virginia;51059;Fairfax;38,7625;-77,1444;17585;2367;shape;FALSE;TRUE;America/New_York;2;1840041770
Greenfield;Greenfield;CA;California;06053;Monterey;36,3242;-121,2428;17565;2326;shape;FALSE;TRUE;America/Los_Angeles;2;1840020356
Manassas Park;Manassas Park;VA;Virginia;51685;Manassas Park;38,7709;-77,4429;17548;2233;shape;FALSE;TRUE;America/New_York;2;1840003838
Bostonia;Bostonia;CA;California;06073;San Diego;32,8189;-116,948;17532;3514;shape;FALSE;FALSE;America/Los_Angeles;2;1840018018
South Houston;South Houston;TX;Texas;48201;Harris;29,6611;-95,2285;17522;2220;shape;FALSE;TRUE;America/Chicago;2;1840022199
Brownsville;Brownsville;FL;Florida;12086;Miami-Dade;25,8216;-80,2417;17475;2959;shape;FALSE;FALSE;America/New_York;2;1840029024
Iselin;Iselin;NJ;New Jersey;34023;Middlesex;40,5697;-74,3172;17356;2126;shape;FALSE;FALSE;America/New_York;2;1840005418
Massapequa Park;Massapequa Park;NY;New York;36059;Nassau;40,6817;-73,4496;17152;3021;shape;FALSE;TRUE;America/New_York;2;1840005307
East Cleveland;East Cleveland;OH;Ohio;39035;Cuyahoga;41,5317;-81,5794;17047;2134;shape;FALSE;TRUE;America/New_York;2;1840000599
Pinewood;Pinewood;FL;Florida;12086;Miami-Dade;25,8697;-80,2174;17044;3754;shape;FALSE;FALSE;America/New_York;2;1840029066
Woodmere;Woodmere;NY;New York;36059;Nassau;40,6375;-73,7219;17020;2546;shape;FALSE;FALSE;America/New_York;2;1840005284
Ojus;Ojus;FL;Florida;12086;Miami-Dade;25,9563;-80,1606;16972;2473;shape;FALSE;FALSE;America/New_York;2;1840028742
Lansdale;Lansdale;PA;Pennsylvania;42091;Montgomery;40,2417;-75,2812;16846;2173;shape;FALSE;TRUE;America/New_York;2;1840003703
Bull Run;Bull Run;VA;Virginia;51153;Prince William;38,7802;-77,5204;16769;2481;shape;FALSE;FALSE;America/New_York;2;1840006093
Clayton;Clayton;MO;Missouri;29189;St. Louis;38,6444;-90,3303;16763;2580;shape;FALSE;TRUE;America/Chicago;2;1840007439
Roosevelt;Roosevelt;NY;New York;36059;Nassau;40,6797;-73,5837;16522;3603;shape;FALSE;FALSE;America/New_York;2;1840005253
Hillcrest Heights;Hillcrest Heights;MD;Maryland;24033;Prince George's;38,8373;-76,9641;16498;2561;shape;FALSE;FALSE;America/New_York;2;1840005957
Four Corners;Four Corners;OR;Oregon;41047;Marion;44,929;-122,9732;16491;2593;shape;FALSE;FALSE;America/Los_Angeles;2;1840034722
New Milford;New Milford;NJ;New Jersey;34003;Bergen;40,9337;-74,0196;16477;2786;shape;FALSE;TRUE;America/New_York;2;1840000908
Artesia;Artesia;CA;California;06037;Los Angeles;33,8676;-118,0805;16456;3920;shape;FALSE;TRUE;America/Los_Angeles;2;1840019224
Hazel Park;Hazel Park;MI;Michigan;26125;Oakland;42,4619;-83,0977;16452;2254;shape;FALSE;TRUE;America/Detroit;2;1840002444
Wahiawa;Wahiawa;HI;Hawaii;15003;Honolulu;21,5012;-158,0178;16442;2773;shape;FALSE;FALSE;Pacific/Honolulu;2;1840029550
Palmetto Estates;Palmetto Estates;FL;Florida;12086;Miami-Dade;25,6211;-80,3616;16419;2937;shape;FALSE;FALSE;America/New_York;2;1840029063
Vincent;Vincent;CA;California;06037;Los Angeles;34,0983;-117,9238;16405;4300;shape;FALSE;TRUE;America/Los_Angeles;2;1840074687
East Riverdale;East Riverdale;MD;Maryland;24033;Prince George's;38,96;-76,9109;16395;3918;shape;FALSE;FALSE;America/New_York;2;1840031482
Adelphi;Adelphi;MD;Maryland;24033;Prince George's;39,0017;-76,9649;16364;2326;shape;FALSE;FALSE;America/New_York;2;1840005944
Glassmanor;Glassmanor;MD;Maryland;24033;Prince George's;38,8181;-76,9833;16305;2707;shape;FALSE;FALSE;America/New_York;2;1840024545
Parkway;Parkway;CA;California;06067;Sacramento;38,4993;-121,452;16282;2609;shape;FALSE;FALSE;America/Los_Angeles;2;1840024628
Stanford;Stanford;CA;California;06085;Santa Clara;37,4252;-122,1674;16200;2274;shape;FALSE;FALSE;America/Los_Angeles;2;1840028400
White Center;White Center;WA;Washington;53033;King;47,5086;-122,3479;15995;2718;shape;FALSE;FALSE;America/Los_Angeles;2;1840037727
Floral Park;Floral Park;NY;New York;36059;Nassau;40,7227;-73,7029;15979;4341;shape;FALSE;TRUE;America/New_York;2;1840005286
Cherryland;Cherryland;CA;California;06001;Alameda;37,6792;-122,1038;15976;5168;shape;FALSE;FALSE;America/Los_Angeles;2;1840028361
Walnut Park;Walnut Park;CA;California;06037;Los Angeles;33,9682;-118,222;15939;8211;shape;FALSE;FALSE;America/Los_Angeles;2;1840019218
Bellmore;Bellmore;NY;New York;36059;Nassau;40,6569;-73,5285;15887;2599;shape;FALSE;FALSE;America/New_York;2;1840005232
South River;South River;NJ;New Jersey;34023;Middlesex;40,4455;-74,3783;15874;2200;shape;FALSE;TRUE;America/New_York;2;1840001335
Isla Vista;Isla Vista;CA;California;06083;Santa Barbara;34,4128;-119,8614;15733;11020;shape;FALSE;FALSE;America/Los_Angeles;2;1840017887
Ocean Pointe;Ocean Pointe;HI;Hawaii;15003;Honolulu;21,3145;-158,0289;15688;2992;shape;FALSE;TRUE;Pacific/Honolulu;2;1840039242
North Arlington;North Arlington;NJ;New Jersey;34003;Bergen;40,7874;-74,1273;15681;2437;shape;FALSE;TRUE;America/New_York;2;1840000909
La Palma;La Palma;CA;California;06059;Orange;33,8504;-118,0407;15657;3395;shape;FALSE;TRUE;America/Los_Angeles;2;1840020586
Parlier;Parlier;CA;California;06019;Fresno;36,6087;-119,5434;15645;2507;shape;FALSE;TRUE;America/Los_Angeles;2;1840020323
West University Place;West University Place;TX;Texas;48201;Harris;29,7157;-95,4321;15589;3003;shape;FALSE;TRUE;America/Chicago;2;1840022205
La Grange;La Grange;IL;Illinois;17031;Cook;41,8072;-87,8741;15555;2378;shape;FALSE;TRUE;America/Chicago;2;1840011255
Asbury Park;Asbury Park;NJ;New Jersey;34025;Monmouth;40,2226;-74,0119;15536;4197;shape;FALSE;TRUE;America/New_York;2;1840003684
Pacific Grove;Pacific Grove;CA;California;06053;Monterey;36,6188;-121,9259;15471;2084;shape;FALSE;TRUE;America/Los_Angeles;2;1840020359
Wilkinsburg;Wilkinsburg;PA;Pennsylvania;42003;Allegheny;40,4442;-79,8733;15367;2633;shape;FALSE;TRUE;America/New_York;2;1840001278
Berkley;Berkley;MI;Michigan;26125;Oakland;42,4986;-83,1853;15352;2266;shape;FALSE;TRUE;America/Detroit;2;1840002437
Westbury;Westbury;NY;New York;36059;Nassau;40,7599;-73,5891;15339;2527;shape;FALSE;TRUE;America/New_York;2;1840005332
Salida;Salida;CA;California;06099;Stanislaus;37,7083;-121,0842;15269;2659;shape;FALSE;FALSE;America/Los_Angeles;2;1840018908
East Rancho Dominguez;East Rancho Dominguez;CA;California;06037;Los Angeles;33,8949;-118,1956;15252;7170;shape;FALSE;FALSE;America/Los_Angeles;2;1840028368
Seaford;Seaford;NY;New York;36059;Nassau;40,6678;-73,4922;15153;2241;shape;FALSE;FALSE;America/New_York;2;1840005275
New Cassel;New Cassel;NY;New York;36059;Nassau;40,7602;-73,5649;15144;3915;shape;FALSE;FALSE;America/New_York;2;1840005239
Glenmont;Glenmont;MD;Maryland;24031;Montgomery;39,0698;-77,0467;15111;2083;shape;FALSE;FALSE;America/New_York;2;1840024490
Lemon Hill;Lemon Hill;CA;California;06067;Sacramento;38,5172;-121,4573;15104;3555;shape;FALSE;TRUE;America/Los_Angeles;2;1840075922
Kenmore;Kenmore;NY;New York;36029;Erie;42,9646;-78,8713;15081;4055;shape;FALSE;TRUE;America/New_York;2;1840004386
West Park;West Park;FL;Florida;12011;Broward;25,984;-80,1923;15052;2643;shape;FALSE;TRUE;America/New_York;2;1840016002
Newport;Newport;KY;Kentucky;21037;Campbell;39,0856;-84,4868;15045;2108;shape;FALSE;TRUE;America/New_York;2;1840014261
Stone Ridge;Stone Ridge;VA;Virginia;51107;Loudoun;38,9294;-77,5557;15034;2245;shape;FALSE;TRUE;America/New_York;2;1840041868
North Fair Oaks;North Fair Oaks;CA;California;06081;San Mateo;37,4754;-122,2034;14992;4839;shape;FALSE;FALSE;America/Los_Angeles;2;1840028325
North New Hyde Park;North New Hyde Park;NY;New York;36059;Nassau;40,746;-73,6876;14952;2899;shape;FALSE;FALSE;America/New_York;2;1840005243
Kemp Mill;Kemp Mill;MD;Maryland;24031;Montgomery;39,0412;-77,0215;14812;2278;shape;FALSE;FALSE;America/New_York;2;1840005842
South Farmingdale;South Farmingdale;NY;New York;36059;Nassau;40,7175;-73,4473;14766;2599;shape;FALSE;FALSE;America/New_York;2;1840005276
Norridge;Norridge;IL;Illinois;17031;Cook;41,9637;-87,8231;14465;3089;shape;FALSE;TRUE;America/Chicago;2;1840011302
Cayey;Cayey;PR;Puerto Rico;72035;Cayey;18,115;-66,163;14388;2188;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035640
Falls Church;Falls Church;VA;Virginia;51610;Falls Church;38,8847;-77,1751;14309;2699;shape;FALSE;TRUE;America/New_York;2;1840003835
Lake Stickney;Lake Stickney;WA;Washington;53061;Snohomish;47,8733;-122,2582;14306;2777;shape;FALSE;FALSE;America/Los_Angeles;2;1840037894
Olympia Heights;Olympia Heights;FL;Florida;12086;Miami-Dade;25,724;-80,3388;14261;2034;shape;FALSE;FALSE;America/New_York;2;1840014247
Princeton Meadows;Princeton Meadows;NJ;New Jersey;34023;Middlesex;40,3347;-74,5651;14261;2159;shape;FALSE;FALSE;America/New_York;2;1840033474
Fairview;Fairview;NJ;New Jersey;34003;Bergen;40,8182;-74,0022;14218;6506;shape;FALSE;TRUE;America/New_York;2;1840003549
Hawaiian Gardens;Hawaiian Gardens;CA;California;06037;Los Angeles;33,8304;-118,0728;14212;5807;shape;FALSE;TRUE;America/Los_Angeles;2;1840020485
Flower Hill;Flower Hill;MD;Maryland;24031;Montgomery;39,1676;-77,1824;14185;2619;shape;FALSE;FALSE;America/New_York;2;1840148534
Willowick;Willowick;OH;Ohio;39085;Lake;41,6342;-81,4678;14103;2146;shape;FALSE;TRUE;America/New_York;2;1840000549
Chicago Ridge;Chicago Ridge;IL;Illinois;17031;Cook;41,7034;-87,7795;14028;2388;shape;FALSE;TRUE;America/Chicago;2;1840010146
Halawa;Halawa;HI;Hawaii;15003;Honolulu;21,3753;-157,9185;13953;2255;shape;FALSE;FALSE;Pacific/Honolulu;2;1840029579
Pierre;Pierre;SD;South Dakota;46065;Hughes;44,3748;-100,3205;13908;412;shape;FALSE;TRUE;America/Chicago;2;1840000313
Whitefish Bay;Whitefish Bay;WI;Wisconsin;55079;Milwaukee;43,1131;-87,9003;13890;2535;shape;FALSE;TRUE;America/Chicago;2;1840003036
Avocado Heights;Avocado Heights;CA;California;06037;Los Angeles;34,0391;-117,997;13836;2373;shape;FALSE;FALSE;America/Los_Angeles;2;1840028318
Harper Woods;Harper Woods;MI;Michigan;26163;Wayne;42,439;-82,9293;13829;2030;shape;FALSE;TRUE;America/Detroit;2;1840003981
Forest Park;Forest Park;IL;Illinois;17031;Cook;41,8683;-87,8157;13808;2219;shape;FALSE;TRUE;America/Chicago;2;1840011276
Bexley;Bexley;OH;Ohio;39049;Franklin;39,965;-82,9343;13805;2201;shape;FALSE;TRUE;America/New_York;2;1840003759
Highland Park;Highland Park;NJ;New Jersey;34023;Middlesex;40,5006;-74,4283;13803;2926;shape;FALSE;TRUE;America/New_York;2;1840003636
Ewa Beach;Ewa Beach;HI;Hawaii;15003;Honolulu;21,3181;-158,0073;13803;4473;shape;FALSE;FALSE;Pacific/Honolulu;2;1840029470
Waimalu;Waimalu;HI;Hawaii;15003;Honolulu;21,3913;-157,9345;13714;2891;shape;FALSE;FALSE;Pacific/Honolulu;2;1840029588
Roselle Park;Roselle Park;NJ;New Jersey;34039;Union;40,6653;-74,2666;13574;4280;shape;FALSE;TRUE;America/New_York;2;1840001093
Ardmore;Ardmore;PA;Pennsylvania;42091;Montgomery;40,0033;-75,2947;13567;2658;shape;FALSE;FALSE;America/New_York;2;1840005455
Federal Heights;Federal Heights;CO;Colorado;08001;Adams;39,8651;-105,0154;13537;2943;shape;FALSE;TRUE;America/Denver;2;1840028425
Huntington;Huntington;VA;Virginia;51059;Fairfax;38,7916;-77,074;13526;4624;shape;FALSE;FALSE;America/New_York;2;1840006030
Gladeview;Gladeview;FL;Florida;12086;Miami-Dade;25,8395;-80,2368;13490;2034;shape;FALSE;FALSE;America/New_York;2;1840029038
Grover Beach;Grover Beach;CA;California;06079;San Luis Obispo;35,1204;-120,6197;13481;2251;shape;FALSE;TRUE;America/Los_Angeles;2;1840020414
Carpinteria;Carpinteria;CA;California;06083;Santa Barbara;34,3962;-119,5118;13449;2006;shape;FALSE;TRUE;America/Los_Angeles;2;1840019187
Shorewood;Shorewood;WI;Wisconsin;55079;Milwaukee;43,0913;-87,8864;13248;3217;shape;FALSE;TRUE;America/Chicago;2;1840003031
Bothell East;Bothell East;WA;Washington;53061;Snohomish;47,8064;-122,1844;13164;2424;shape;FALSE;TRUE;America/Los_Angeles;2;1840041892
Indiana;Indiana;PA;Pennsylvania;42063;Indiana;40,622;-79,1552;13162;2888;shape;FALSE;TRUE;America/New_York;2;1840000997
La Grange Park;La Grange Park;IL;Illinois;17031;Cook;41,8308;-87,8723;13129;2270;shape;FALSE;TRUE;America/Chicago;2;1840011256
Westmont;Westmont;NJ;New Jersey;34007;Camden;39,9082;-75,0551;13104;2273;shape;FALSE;FALSE;America/New_York;2;1840033439
Coatesville;Coatesville;PA;Pennsylvania;42029;Chester;39,9849;-75,82;13096;2795;shape;FALSE;TRUE;America/New_York;2;1840001424
Ridgefield Park;Ridgefield Park;NJ;New Jersey;34003;Bergen;40,8543;-74,0201;12928;2928;shape;FALSE;TRUE;America/New_York;2;1840000898
New Carrollton;New Carrollton;MD;Maryland;24033;Prince George's;38,9656;-76,8775;12925;3187;shape;FALSE;TRUE;America/New_York;2;1840005978
University Heights;University Heights;OH;Ohio;39035;Cuyahoga;41,4948;-81,535;12908;2728;shape;FALSE;TRUE;America/New_York;2;1840003416
Edgewater;Edgewater;NJ;New Jersey;34003;Bergen;40,8237;-73,974;12890;5125;shape;FALSE;TRUE;America/New_York;2;1840003543
Key Biscayne;Key Biscayne;FL;Florida;12086;Miami-Dade;25,6908;-80,1653;12867;3983;shape;FALSE;TRUE;America/New_York;2;1840018333
